date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:50:45	304757/304757	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:56f2d404429cfa1e07aedee654174ad4%22	https://responsimart.com/products/vestido-feminino-sarita	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/products/vestido-feminino-sarita.html	(from https://responsimart.com/)
14:50:45	42645/42645	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:50:44%20GMT	https://responsimart.com/cdn/shop/products/vestido-feminino-sarita-estampa-floral-manga-curta-e-bolso-miss-bella-store-1_600x.jpg?v=1707977454	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-sarita-estampa-floral-manga-curta-e-bolso-miss-bella-store-1_600x157c.jpg	(from https://responsimart.com/)
14:50:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:50:45%20GMT	http://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-1_600x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-1_600x0ede.jpg	(from https://responsimart.com/)
14:50:47	247187/247187	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:7de714f598c0ce62fbc502b4542eea41%22	https://responsimart.com/products/vestido-feminino-stanley	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/products/vestido-feminino-stanley.html	(from https://responsimart.com/)
14:50:47	51343/51343	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:50:46%20GMT	https://responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-1_600x.jpg?v=1707977444	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/vestido-feminino-stanley-sinta-se-elegante-e-sofisticada-em-qualquer-ocasiao-miss-bella-store-1_600x0ede.jpg	(from https://responsimart.com/)
14:50:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:50:47%20GMT	http://responsimart.com/cdn/shop/t/5/assets/Logo-RD-tesmonycorrect_399x104.png?v=127312945169408846971708068927	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/t/5/assets/Logo-RD-tesmonycorrect_399x1049e89.png	(from https://responsimart.com/)
14:50:49	57513/57513	---M-Z	200	added ('OK')	application/javascript	etag:%225ff25674-e0a9%22	https://cdnjs.cloudflare.com/ajax/libs/flickity/2.2.2/flickity.pkgd.min.js	C:/Meus%20Sites/site%20de%20vendas/cdnjs.cloudflare.com/ajax/libs/flickity/2.2.2/flickity.pkgd.min.js	(from https://responsimart.com/)
14:50:49	10660/10660	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2017:50:48%20GMT	https://responsimart.com/cdn/shop/t/5/assets/Logo-RD-tesmonycorrect_399x104.png?v=127312945169408846971708068927	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/t/5/assets/Logo-RD-tesmonycorrect_399x1049e89.png	(from https://responsimart.com/)
14:50:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:50:49%20GMT	http://responsimart.com/cdn/shop/files/Veja-nossas-redes_1_800x.png?v=1708294103	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/files/Veja-nossas-redes_1_800x0e76.png	(from https://responsimart.com/)
14:50:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:50:50%20GMT	http://responsimart.com/cdn/shop/files/Compra-segura_1_800x.png?v=1708294119	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/files/Compra-segura_1_800x293a.png	(from https://responsimart.com/)
14:50:51	784108/784108	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2017:50:49%20GMT	https://responsimart.com/cdn/shop/files/Veja-nossas-redes_1_800x.png?v=1708294103	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/files/Veja-nossas-redes_1_800x0e76.png	(from https://responsimart.com/)
14:50:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:50:51%20GMT	http://responsimart.com/cdn/shop/files/Siga-nos-no-Instagram_1_800x.png?v=1708294129	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/files/Siga-nos-no-Instagram_1_800x01ed.png	(from https://responsimart.com/)
14:50:53	719256/719256	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2017:50:50%20GMT	https://responsimart.com/cdn/shop/files/Compra-segura_1_800x.png?v=1708294119	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/files/Compra-segura_1_800x293a.png	(from https://responsimart.com/)
14:50:55	130927/130927	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:0bde3e81bb7030bfaad9b2eb319ad7fa%22	https://responsimart.com/policies/legal-notice	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/policies/legal-notice.html	(from https://responsimart.com/)
14:50:55	694453/694453	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2017:50:53%20GMT	https://responsimart.com/cdn/shop/files/Siga-nos-no-Instagram_1_800x.png?v=1708294129	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/files/Siga-nos-no-Instagram_1_800x01ed.png	(from https://responsimart.com/)
14:50:56	133715/133715	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:a98c599c4cfa51ca7eea4f049f75f78c%22	https://responsimart.com/policies/shipping-policy	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/policies/shipping-policy.html	(from https://responsimart.com/)
14:50:56	131419/131419	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:3b12abe0f7e4b5c2268188ccfb039059%22	https://responsimart.com/policies/terms-of-service	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/policies/terms-of-service.html	(from https://responsimart.com/)
14:50:57	133480/133480	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:9dde14bb6af14886f2cb5e0f1d95868f%22	https://responsimart.com/pages/politica-de-cookies	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/pages/politica-de-cookies.html	(from https://responsimart.com/)
14:50:57	133050/133050	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:3477f16813b0a01c6d5204a136f0f32c%22	https://responsimart.com/policies/refund-policy	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/policies/refund-policy.html	(from https://responsimart.com/)
14:50:58	131354/131354	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:1ef922bc6a6568779561afb6d35f6138%22	https://responsimart.com/policies/privacy-policy	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/policies/privacy-policy.html	(from https://responsimart.com/)
14:50:58	139756/139756	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:8d287bdb43f92edb02d9d11c4db2eabe%22	https://responsimart.com/pages/politica-de-troca-e-devolucoes	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/pages/politica-de-troca-e-devolucoes.html	(from https://responsimart.com/)
14:50:58	399/399	---MCZ	200	added ('OK')	application/javascript	etag:%2218f-B+zGUTbQ1uVsG8y1uf+53Qdwne0%22	https://unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.esm.js	C:/Meus%20Sites/site%20de%20vendas/unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.esm.js	(from https://responsimart.com/)
14:50:59	119513/119513	---MCZ	200	added ('OK')	application/javascript	etag:%221d2d9-GfzwmKFRyI8c779QM/TeRXFTXj0%22	https://unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.js	C:/Meus%20Sites/site%20de%20vendas/unpkg.com/ionicons@5.5.2/dist/ionicons/ionicons.js	(from https://responsimart.com/)
14:50:59	4522/4522	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2012%20Mar%202024%2017:50:59%20GMT	https://www.mercadopago.com/v2/security.js	C:/Meus%20Sites/site%20de%20vendas/www.mercadopago.com/v2/security.js	(from https://responsimart.com/)
14:51:00	1206/1206	---MCZ	200	added ('OK')	text/css	etag:W/%22c2ba47573d691e982c0cd58f4250b98d%22	https://cdn.yampi.me/shopify/checkout.css	C:/Meus%20Sites/site%20de%20vendas/cdn.yampi.me/shopify/checkout.css	(from https://responsimart.com/)
14:51:01	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:15743afe398564fe88362ea2025ca360%22	https://responsimart.com/3a7c1d-2.myshopify.com	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/3a7c1d-2.myshopify.com	(from https://responsimart.com/)
14:51:01	283/283	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2012%20Mar%202024%2017:51:01%20GMT	https://responsimart.com/cart/clear.js	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cart/clear.js	(from https://responsimart.com/)
14:51:02	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:7979e242b794160109fd108fea52fe96%22	https://responsimart.com/GET	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/GET	(from https://responsimart.com/)
14:51:02	126/126	---MC-	400	error ('Bad%20Request')	text/javascript	date:Tue,%2012%20Mar%202024%2017:51:02%20GMT	https://responsimart.com/cart/add.js	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cart/add.js	(from https://responsimart.com/)
14:51:03	133047/133047	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:966536a0035ac61e191226af2762d778%22	https://responsimart.com/cart?ref=yampi_buy_button	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cart1c80.html	(from https://responsimart.com/)
14:51:03	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:15743afe398564fe88362ea2025ca360%22	https://responsimart.com/window.location.href	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/window.location.href	(from https://responsimart.com/)
14:51:04	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:7979e242b794160109fd108fea52fe96%22	https://responsimart.com/url	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/url	(from https://responsimart.com/)
14:51:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:04%20GMT	http://cdn.shopify.com/extensions/5043bf1f-b21a-4b26-b729-edd0445f2ec6/bk-reviews-94/assets/bk-index-3b5b561d.css	C:/Meus%20Sites/site%20de%20vendas/cdn.shopify.com/extensions/5043bf1f-b21a-4b26-b729-edd0445f2ec6/bk-reviews-94/assets/bk-index-3b5b561d.ab.delayed	(from https://responsimart.com/)
14:51:05	50808/50808	---MCZ	200	added ('OK')	text/css	date:Tue,%2012%20Mar%202024%2012:55:46%20GMT	https://cdn.shopify.com/extensions/5043bf1f-b21a-4b26-b729-edd0445f2ec6/bk-reviews-94/assets/bk-index-3b5b561d.css	C:/Meus%20Sites/site%20de%20vendas/cdn.shopify.com/extensions/5043bf1f-b21a-4b26-b729-edd0445f2ec6/bk-reviews-94/assets/bk-index-3b5b561d.css	(from https://responsimart.com/)
14:51:06	20760/20760	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2012%20Mar%202024%2012:56:08%20GMT	https://cdn.shopify.com/extensions/5043bf1f-b21a-4b26-b729-edd0445f2ec6/bk-reviews-94/assets/bk-main-694d8d16.js	C:/Meus%20Sites/site%20de%20vendas/cdn.shopify.com/extensions/5043bf1f-b21a-4b26-b729-edd0445f2ec6/bk-reviews-94/assets/bk-main-694d8d16.js	(from https://responsimart.com/)
14:51:06	142183/142183	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Mar%202024%2009:45:12%20GMT	https://cdn.shopify.com/extensions/cb5fca0c-14a7-4ea9-b03f-5bb745455ec7/trustoo-io-product-reviews-53/assets/seal-review.min.js	C:/Meus%20Sites/site%20de%20vendas/cdn.shopify.com/extensions/cb5fca0c-14a7-4ea9-b03f-5bb745455ec7/trustoo-io-product-reviews-53/assets/seal-review.min.js	(from https://responsimart.com/)
14:51:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:06%20GMT	http://cdn.shopify.com/extensions/cb5fca0c-14a7-4ea9-b03f-5bb745455ec7/trustoo-io-product-reviews-53/assets/star-rating.css	C:/Meus%20Sites/site%20de%20vendas/cdn.shopify.com/extensions/cb5fca0c-14a7-4ea9-b03f-5bb745455ec7/trustoo-io-product-reviews-53/assets/star-rating.af.delayed	(from https://responsimart.com/)
14:51:07	957/957	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Mar%202024%2009:45:12%20GMT	https://cdn.shopify.com/extensions/cb5fca0c-14a7-4ea9-b03f-5bb745455ec7/trustoo-io-product-reviews-53/assets/star-rating.css	C:/Meus%20Sites/site%20de%20vendas/cdn.shopify.com/extensions/cb5fca0c-14a7-4ea9-b03f-5bb745455ec7/trustoo-io-product-reviews-53/assets/star-rating.css	(from https://responsimart.com/)
14:51:08	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:7979e242b794160109fd108fea52fe96%22	https://responsimart.com/a	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/a	(from https://connect.facebook.net/en_US/fbevents.js)
14:51:09	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:15743afe398564fe88362ea2025ca360%22	https://responsimart.com/b.resolvedLink	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
14:51:10	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:15743afe398564fe88362ea2025ca360%22	https://responsimart.com/schema.org/	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
14:51:10	0/0	---MCZ	404	error ('Not%20Found')	text/javascript	etag:W/%22cacheable:18cd682d91aa46595638a843ea13506c%22	https://responsimart.com/signals/iwl.js	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
14:51:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:10%20GMT	http://responsimart.com/robots.txt		(from https://responsimart.com/)
14:51:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:10%20GMT	http://responsimart.com/cdn/fonts/inter/inter_n6.f376a8167febc541e642518027b9ec9b9121420c.woff2?h1=M2E3YzFkLTIuYWNjb3VudC5teXNob3BpZnkuY29t&h2=cmVzcG9uc2ltYXJ0LmNvbQ&hmac=a7fe592f21f785d7d9e6e33c21a852e73a204c7b217dbc6431482e93871a014f	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/fonts/inter/inter_n6.f376a8167febc541e642518027b9ec9b9121420c7332.woff2	(from https://responsimart.com/)
14:51:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:10%20GMT	http://responsimart.com/cdn/fonts/inter/inter_n7.194c3d3f64efd8e4c82bbbe83dc84f5893fd9087.woff?h1=M2E3YzFkLTIuYWNjb3VudC5teXNob3BpZnkuY29t&h2=cmVzcG9uc2ltYXJ0LmNvbQ&hmac=64a10a823810e2d4dc3d042fef86125936c0e27cf68ed1d5a2379c493dc6c595	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/fonts/inter/inter_n7.194c3d3f64efd8e4c82bbbe83dc84f5893fd908728bd.woff	(from https://responsimart.com/)
14:51:12	26212/26212	---M--	200	added ('OK')	font/woff2	date:Thu,%2028%20Dec%202023%2021:47:19%20GMT	https://responsimart.com/cdn/fonts/inter/inter_n7.50ef4139896edec0637fde057914fbf7e3a8d56e.woff2?h1=M2E3YzFkLTIuYWNjb3VudC5teXNob3BpZnkuY29t&h2=cmVzcG9uc2ltYXJ0LmNvbQ&hmac=c6a7a8035ff0fe5b4374c490879f902a408e3c6044decaac4e7667efb56f6d7e	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/fonts/inter/inter_n7.50ef4139896edec0637fde057914fbf7e3a8d56e9f98.woff2	(from https://responsimart.com/)
14:51:12	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:11%20GMT	http://responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78.webp?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78e471.webp	(from https://responsimart.com/collections/all)
14:51:12	3611/3611	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2012%20Mar%202024%2017:51:11%20GMT	https://responsimart.com/checkouts/internal/preloads.js?locale=pt-BR	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/checkouts/internal/preloads4c33.js	(from https://responsimart.com/)
14:51:12	754/754	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2005%20Mar%202024%2017:57:09%20GMT	https://responsimart.com/cdn/shop/t/5/assets/twitter-title.js?v=27229521937577174981708068929	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/t/5/assets/twitter-title4e12.js	(from https://responsimart.com/)
14:51:13	45034/45034	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:51:12%20GMT	https://responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78.webp?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78e471.jpg	(from https://responsimart.com/collections/all)
14:51:13	45034/45034	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:51:13%20GMT	https://responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_600x600_crop_center.webp?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_600x600_crop_centere471.jpg	(from https://responsimart.com/collections/all)
14:51:14	106247/106247	---MCZ	200	added ('OK')	application/atom+xml	etag:%22cacheable:f65284959301ef1878d4cfb28d9d9406%22	https://responsimart.com/collections/all.atom	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/collections/all.atom	(from https://responsimart.com/collections/all)
14:51:15	252856/252856	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:d545b9682d0f18b2354ca40e9367edcf%22	https://responsimart.com/collections/all?page=2	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/collections/all4658.html	(from https://responsimart.com/collections/all)
14:51:15	129737/129737	---MCZ	404	error ('Not%20Found')	text/html	etag:%22cacheable:7979e242b794160109fd108fea52fe96%22	https://responsimart.com/collections/POST	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/collections/POST	(from https://responsimart.com/collections/all)
14:51:16	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:16%20GMT	http://responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_600x.webp?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_600xe471.webp	(from https://responsimart.com/collections/all)
14:51:17	223698/223698	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:62e77caafd72bf5e45e3416680c60ce3%22	https://responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/products/5-pares-de-cilios-magneticos-reutilizaveis.html	(from https://responsimart.com/collections/all)
14:51:17	45034/45034	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:51:16%20GMT	https://responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_600x.webp?v=1707978019	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/S151f28d7abf84c86ad3b3ce89ef94b82g_500x_b98c1024-757d-4e87-b4fc-f1d3c1e4ec78_600xe471.jpg	(from https://responsimart.com/collections/all)
14:51:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:17%20GMT	http://responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_600x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_600xb092.jpg	(from https://responsimart.com/collections/all)
14:51:21	237479/237479	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:84eee386ed6baf8141d044e2382226d4%22	https://responsimart.com/products/brocas-titanium-2-em-1	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/products/brocas-titanium-2-em-1.html	(from https://responsimart.com/collections/all)
14:51:21	63571/63571	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:51:20%20GMT	https://responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_600x.jpg?v=1707977769	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Sc6f5704ffd034c1bb54fd7d54733011fk_600xb092.jpg	(from https://responsimart.com/collections/all)
14:51:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:21%20GMT	http://responsimart.com/cdn/shop/products/Designsemnome_65_1_600x.png?v=1707977284	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Designsemnome_65_1_600xce2a.png	(from https://responsimart.com/collections/all)
14:51:23	259443/259443	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:c04b12ae5e8a9940f6a1ced40bc81b94%22	https://responsimart.com/products/calca-masculina-jogger	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/products/calca-masculina-jogger.html	(from https://responsimart.com/collections/all)
14:51:23	238697/238697	---M--	200	added ('OK')	image/png	date:Tue,%2012%20Mar%202024%2017:51:22%20GMT	https://responsimart.com/cdn/shop/products/Designsemnome_65_1_600x.png?v=1707977284	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/Designsemnome_65_1_600xce2a.png	(from https://responsimart.com/collections/all)
14:51:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:23%20GMT	http://responsimart.com/cdn/shop/products/25ccbd31-974f-4087-b30a-68b3ca3a42b2_f9e6f25c-6279-4a71-96a1-5bdee604a475_600x.jpg?v=1707977294	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/25ccbd31-974f-4087-b30a-68b3ca3a42b2_f9e6f25c-6279-4a71-96a1-5bdee604a475_600x58ba.jpg	(from https://responsimart.com/collections/all)
14:51:26	319194/319194	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:b0c87a36fa81441ce9843af474b4c17f%22	https://responsimart.com/products/calca-cargo-masculina-multi-bolso	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/products/calca-cargo-masculina-multi-bolso.html	(from https://responsimart.com/collections/all)
14:51:26	27559/27559	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:51:25%20GMT	https://responsimart.com/cdn/shop/products/25ccbd31-974f-4087-b30a-68b3ca3a42b2_f9e6f25c-6279-4a71-96a1-5bdee604a475_600x.jpg?v=1707977294	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/25ccbd31-974f-4087-b30a-68b3ca3a42b2_f9e6f25c-6279-4a71-96a1-5bdee604a475_600x58ba.jpg	(from https://responsimart.com/collections/all)
14:51:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:26%20GMT	http://responsimart.com/cdn/shop/products/816bae9c-77f1-4dde-b451-fcaaf00b66ad_97a651a4-9951-42a9-82d1-aeb2b48155a7_600x.jpg?v=1707977305	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/816bae9c-77f1-4dde-b451-fcaaf00b66ad_97a651a4-9951-42a9-82d1-aeb2b48155a7_600xf720.jpg	(from https://responsimart.com/collections/all)
14:51:28	307620/307620	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:2a59699d5e1b876fd98c23791f969fa8%22	https://responsimart.com/products/calca-jeans-masculina	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/products/calca-jeans-masculina.html	(from https://responsimart.com/collections/all)
14:51:28	48148/48148	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:51:27%20GMT	https://responsimart.com/cdn/shop/products/816bae9c-77f1-4dde-b451-fcaaf00b66ad_97a651a4-9951-42a9-82d1-aeb2b48155a7_600x.jpg?v=1707977305	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/products/816bae9c-77f1-4dde-b451-fcaaf00b66ad_97a651a4-9951-42a9-82d1-aeb2b48155a7_600xf720.jpg	(from https://responsimart.com/collections/all)
14:51:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2012%20Mar%202024%2017:51:28%20GMT	http://responsimart.com/cdn/shop/files/Captura_de_Tela_2019-09-10_as_11.16.40_large_480x480_8d09f431-2389-4513-966f-40f066b9d0a4_600x.webp?v=1705446748	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/files/Captura_de_Tela_2019-09-10_as_11.16.40_large_480x480_8d09f431-2389-4513-966f-40f066b9d0a4_600x68e9.webp	(from https://responsimart.com/collections/all)
14:51:31	223494/223494	---MCZ	200	added ('OK')	text/html	etag:%22cacheable:860319ed37e48b64f0d130c1e7784fe7%22	https://responsimart.com/products/camiseta-impermeavel-idry-1	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/products/camiseta-impermeavel-idry-1.html	(from https://responsimart.com/collections/all)
14:51:31	30671/30671	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Mar%202024%2017:51:30%20GMT	https://responsimart.com/cdn/shop/files/Captura_de_Tela_2019-09-10_as_11.16.40_large_480x480_8d09f431-2389-4513-966f-40f066b9d0a4_600x.webp?v=1705446748	C:/Meus%20Sites/site%20de%20vendas/responsimart.com/cdn/shop/files/Captura_de_Tela_2019-09-10_as_11.16.40_large_480x480_8d09f431-2389-4513-966f-40f066b9d0a4_600x68e9.jpg	(from https://responsimart.com/collections/all)
